sequence_key,sequence,P_DISS,UGB,AV0,PM,SETTLING_TIME,OFFSET,PSRR,CMRR
1b94f080d878237b3f4ac0294990228eb9c4ab56,CIRCUIT_Opamp->VSS->D_N->DIO7->D_P->NET4->M_S->NM5->M_B->VSS->M_B->NM24->M_G->VIN1->M_G->NM24->M_B->VSS->M_B->NM5->M_S->NET4->R_C->R11->R_C->VSS->R_C->R2->R_C->NET3->M_DG->PM24->M_BS->VDD->M_BS->PM9->M_DG->NET1->M_DG->PM9->M_BS->VDD->M_BS->PM24->M_DG->NET3->M_G->PM6->M_D->NET2->M_G->NM5->M_D->NET1->M_D->NM5->M_G->NET2->M_G->NM5->M_D->NET1->M_G->PM3->M_BS->VDD->M_BS->PM6->M_G->NET3->R_C->R25->R_C->VSS->M_BS->NM26->M_DG->NET2->M_G->NM5->M_B->VSS->M_BS->NM4->M_DG->NET2->M_G->NM5->M_B->VSS->M_BS->NM4->M_DG->NET2->M_D->PM6->M_BS->VDD->M_BS->PM3->M_D->VOUT1->M_D->NM24->M_S->NET5->M_D->NM34->M_G->NET2->M_DG->NM4->M_BS->VSS->M_BS->NM34->M_G->NET2->M_D->PM6->M_G->NET3->R_C->R10->R_C->VSS,,,,,,,,
9cad2c3adff1727446ca9d890ae9dec41a3c5822,CIRCUIT_Opamp->VSS->M_BD->NM5->M_G->VB1->M_G->NM5->M_S->NET2->M_D->NM24->M_G->NET1->M_DG->NM35->M_BS->VSS->C_C->C9->C_C->NET1->M_G->NM24->M_D->NET2->M_S->NM5->M_D->VSS->M_BS->NM24->M_G->NET1->C_C->C3->C_C->VOUT1->M_D->PM21->M_BS->VDD->M_BS->PM1->M_DG->NET2->M_D->NM24->M_BS->VSS->C_C->C1->C_C->VOUT1->M_D->PM21->M_G->IB1->M_DG->PM13->M_DG->IB1->M_G->PM21->M_G->IB1->M_DG->PM13->M_BS->VDD->M_BS->PM21->M_D->VOUT1->M_D->NM18->M_BS->VSS->M_BS->NM18->M_G->VIN1->M_G->NM18->M_BS->VSS,,,,,,,,
30edd343cb6b1e1403adb506f1431f95bbc5fc1a,CIRCUIT_Opamp->VSS->B_BC->PNP15->B_E->NET2->M_S->NM29->M_D->NET1->M_G->PM24->M_BS->VDD->M_BS->PM19->M_DG->NET1->M_G->PM24->M_D->VOUT1->M_D->NM14->M_S->NET2->M_D->NM25->M_G->VIN1->M_G->NM25->M_B->VSS->C_C->C4->C_C->VOUT1->C_C->C7->C_C->VSS->M_B->NM29->M_G->VIN2->M_G->NM29->M_B->VSS->M_B->NM14->M_G->VB1->M_G->NM14->M_D->VOUT1->M_D->PM24->M_BS->VDD->M_BS->PM24->M_G->NET1->M_D->NM29->M_B->VSS->M_B->NM25->M_S->NET2->M_D->NM25->M_B->VSS,,,,,,,,
3c7d4cfaad724aa7506478b8c4f3bd18d292737b,CIRCUIT_Opamp->VSS->M_BG->NM5->M_S->NET3->R_C->R24->R_C->VSS->C_C->C6->C_C->IB1->C_C->C1->C_C->VSS->M_B->NM5->M_D->VOUT1->R_C->R11->R_C->VDD->R_C->R25->R_C->VOUT1->C_C->C9->C_C->NET3->M_S->NM5->M_G->VSS->M_B->NM5->M_D->VOUT1->M_D->NM5->M_S->NET3->C_C->C4->C_C->VSS->M_B->NM5->M_S->NET3->M_D->NM15->M_BS->VSS->C_C->C5->C_C->NET1->R_C->R2->R_C->VIN1->R_C->R21->R_C->NET1->C_C->C7->C_C->NET2->M_G->NM15->M_G->NET2->R_C->R10->R_C->IB1->C_C->C3->C_C->VSS,,,,,,,,
6bca9053b89ea23567d4a49aa9deea13666c2a27,CIRCUIT_Opamp->VSS->M_BS->PM32->M_DG->NET1->M_D->NM9->M_G->VB1->M_G->NM9->M_D->NET1->M_D->NM5->M_S->NET2->M_G->NM17->M_BS->VSS->C_C->C1->C_C->VOUT1->M_D->NM17->M_G->NET2->M_D->PM2->M_G->VOUT1->M_D->NM17->M_G->NET2->M_D->PM2->M_G->VOUT1->M_D->PM31->M_G->NET1->M_D->NM9->M_B->VSS->M_B->NM5->M_G->VIN1->M_G->NM5->M_S->NET2->M_D->NM23->M_G->VB1->M_G->NM23->M_D->NET2->M_D->PM2->M_BS->VDD->M_BS->PM31->M_BS->VDD->M_BS->PM2->M_G->VOUT1->M_D->NM17->M_BS->VSS->M_BS->NM23->M_D->NET2->M_D->PM2->M_BS->VDD->M_BS->PM31->M_BS->VDD->M_BS->PM2->M_G->VOUT1->M_D->NM17->M_BS->VSS->M_BS->NM9->M_D->NET1->M_D->NM5->M_B->VSS,,,,,,,,
31efbce233fdbbfb981897850cb32cf769f602a4,CIRCUIT_Opamp->VSS->M_BS->NM21->M_D->NET5->M_S->NM27->M_B->VSS->M_BS->NM28->M_D->VOUT1->M_D->PM29->M_BS->VDD->M_BS->PM25->M_DG->NET3->M_D->NM27->M_G->VIN2->M_G->NM27->M_D->NET3->M_G->PM29->M_G->NET3->M_D->NM27->M_B->VSS->M_B->NM27->M_S->NET5->M_S->NM27->M_B->VSS->M_BS->NM28->M_G->NET1->M_G->NM21->M_BS->VSS,,,,,,,,
eca413a308f4079dab99c521f879fb8f96e9bb79,CIRCUIT_Opamp->VSS->M_BS->NM35->M_DG->NET4->M_G->NM5->M_D->VOUT1->M_D->PM17->M_B->NET5->M_B->PM8->M_S->NET1->M_S->PM17->M_G->VIN2->M_G->PM17->M_D->VOUT1->M_D->NM5->M_BS->VSS->M_BS->NM5->M_BS->VSS->R_C->R9->R_C->NET3->R_C->R2->R_C->VSS->M_BS->NM5->M_D->VOUT1->M_D->PM17->M_S->NET1->M_D->PM8->M_G->NET2->M_DG->PM20->M_BS->VDD->M_BS->PM12->M_DG->NET6->M_D->NM18->M_G->NET3->M_DG->NM31->M_BS->VSS->M_BS->NM18->M_D->NET6->M_G->PM12->M_BS->VDD->M_BS->PM12->M_G->NET6->M_D->NM18->M_G->NET3->M_G->NM18->M_D->NET6->M_G->PM12->M_D->NET6->M_D->NM18->M_BS->VSS,,,,,,,,
fc57ed292b2a11696eee91ca9146f73eb52d1f17,CIRCUIT_Opamp->VSS->M_BS->PM30->M_G->NET1->M_D->NM16->M_BS->VSS->C_C->C3->C_C->NET1->M_D->PM30->M_G->NET1->M_D->NM16->M_G->VIN1->M_G->NM16->M_D->NET1->C_C->C7->C_C->VSS->M_BS->NM16->M_BS->VSS->M_B->NM33->M_S->IB1->M_S->NM33->M_B->VSS->M_BS->NM29->M_G->VB1->M_G->NM29->M_D->VOUT1->R_C->R1->R_C->VDD->R_C->R2->R_C->VOUT1->C_C->C4->C_C->VSS->C_C->C13->C_C->NET2->M_G->PM22->M_BS->VDD->M_BS->PM22->M_D->NET2->M_D->NM33->M_G->VIN2->M_G->NM33->M_B->VSS,,,,,,,,
ef4ea86e38af23885b6b2fd2b351c83d78846655,CIRCUIT_Opamp->VSS->M_GS->NM29->M_G->VSS->M_BS->NM24->M_G->NET1->C_C->C9->C_C->VSS->M_B->NM14->M_S->IB2->M_S->NM14->M_D->NET1->M_D->NM14->M_G->VIN1->M_G->NM14->M_B->VSS->C_C->C1->C_C->VOUT1->M_D->PM3->M_G->NET2->M_DG->PM17->M_BS->VDD->M_G->PM14->M_D->NET1->C_C->C3->C_C->VSS->C_C->C4->C_C->VOUT1->M_D->NM24->M_D->VOUT1->M_D->PM3->M_BS->VDD->M_BS->PM14->M_BS->VDD->M_BS->PM3->M_G->NET2->M_D->NM29->M_B->VSS,,,,,,,,
41d0bc07f925befac8541f8dbc297267adeed38c,CIRCUIT_Opamp->VSS->B_BCE->PNP25->B_E->VSS->M_B->NM3->M_G->VB1->M_G->NM3->M_B->VSS->M_B->NM35->M_S->NET1->M_S->NM35->M_D->VOUT1->R_C->R11->R_C->VDD->R_C->R26->R_C->VOUT1->M_D->NM35->M_G->VIN2->M_G->NM35->M_S->NET1->M_S->NM3->M_D->VOUT2->M_D->NM3->M_S->NET1->M_D->NM17->M_BS->VSS->M_B->NM35->M_D->VOUT1->M_D->NM35->M_B->VSS->M_B->NM3->M_S->NET1->M_D->NM17->M_G->VB2->M_G->NM17->M_BS->VSS,,,,,,,,
500ccd1d6eb10449a37129fe1960c4d5f4960089,CIRCUIT_Opamp->VSS->M_BD->NM32->M_D->VSS->M_B->NM27->M_D->VOUT1->R_C->R27->R_C->VDD->R_C->R24->R_C->VOUT1->M_D->NM27->M_G->VB1->M_G->NM27->M_S->IB1->M_S->NM32->M_G->VIN1->M_G->NM32->M_B->VSS,,,,,,,,
375c69c5f232f64546784456798004b65e419c1c,CIRCUIT_Opamp->VSS->B_BC->PNP3->B_E->NET2->M_S->NM29->M_G->IB1->M_G->NM4->M_S->NET3->R_C->R25->R_C->VIN1->R_C->R11->R_C->NET3->L_C->L10->L_C->VSS->M_B->NM29->M_D->VDD->M_BS->PM10->M_G->NET1->M_D->NM4->M_B->VSS->M_B->NM4->M_D->NET1->C_C->C4->C_C->NET3->L_C->L24->L_C->VSS->L_C->L19->L_C->NET4->M_S->NM27->M_D->VOUT1->L_C->L8->L_C->VDD->M_D->NM29->M_B->VSS->M_B->NM27->M_G->VDD->M_D->NM29->M_S->NET2->M_S->NM29->M_G->IB1->M_DG->NM6->M_BS->VSS->L_C->L16->L_C->NET3->M_S->NM4->M_G->IB1->M_DG->NM6->M_BS->VSS->M_BS->NM6->M_DG->IB1->C_C->C7->C_C->VSS->L_C->L15->L_C->NET4->L_C->L3->L_C->VSS->M_B->NM27->M_D->VOUT1->M_D->PM10->M_G->NET1->M_DG->PM19->M_BS->VDD->M_D->NM29->M_B->VSS,,,,,,,,
fd1a571211f5ca49f2b89d79e0256948924df77f,CIRCUIT_Opamp->VSS->L_C->L19->L_C->NET3->M_S->NM23->M_D->NET4->M_S->NM35->M_D->VOUT1->C_C->C7->C_C->VDD->C_C->C9->C_C->VOUT1->M_D->NM35->M_G->VDD->L_C->L7->L_C->VOUT1->M_D->NM35->M_G->VDD->R_C->R11->R_C->VOUT1->M_D->NM35->M_B->VSS->M_B->NM23->M_G->VIN2->M_G->NM23->M_B->VSS,,,,,,,,
8dad5afa82f921c8b5d93407c5154b4d66014495,CIRCUIT_Opamp->VSS->M_D->PM12->M_B->VDD->M_B->PM24->M_G->VIN1->M_S->NM15->M_B->VSS->M_B->NM15->M_G->VIN2->M_G->NM15->M_S->VIN1->M_S->PM12->M_G->VB1->M_G->PM12->M_S->VIN1->M_S->NM15->M_D->VOUT1->M_D->PM24->M_S->VIN2->M_S->PM24->M_D->VOUT1->M_D->NM15->M_B->VSS,,,,,,,,
e20ac1842098923876bc7a07301a759a6706b16b,CIRCUIT_Opamp->VSS->M_BS->PM11->M_DG->NET1->M_D->NM5->M_B->VSS->M_B->NM24->M_S->IB1->M_S->NM5->M_G->VIN2->M_G->NM5->M_S->IB1->M_S->NM24->M_D->NET2->M_G->PM1->M_BS->VDD->M_BS->PM10->M_G->NET2->M_D->NM24->M_G->VIN1->M_G->NM24->M_B->VSS->C_C->C7->C_C->VOUT1->M_G->NM28->M_BS->VSS->C_C->C13->C_C->VOUT2->M_D->PM1->M_G->NET2->M_DG->PM22->M_BS->VDD->M_BS->PM1->M_G->NET2->M_D->NM24->M_B->VSS->M_B->NM24->M_S->IB1->M_S->NM5->M_D->NET1->M_DG->PM11->M_BS->VSS->C_C->C6->C_C->VOUT1->M_D->PM10->M_G->NET2->M_D->NM24->M_B->VSS->M_B->NM24->M_S->IB1->M_S->NM5->M_D->NET1->M_D->NM5->M_B->VSS->M_BS->NM28->M_D->VOUT1->M_D->NM28->M_G->VOUT1->M_D->PM10->M_BS->VDD->M_BS->PM1->M_G->NET2->M_D->NM24->M_B->VSS,,,,,,,,
073228297d006389ab1e42eb8a573cd8285e63b7,CIRCUIT_Opamp->VSS->M_B->NM14->M_S->IB1->M_S->NM20->M_G->VIN2->M_G->NM20->M_S->IB1->M_S->NM14->M_D->VOUT1->M_D->PM35->M_B->VDD->R_C->R2->R_C->NET2->M_S->PM35->M_G->VB2->M_G->PM35->M_S->NET2->R_C->R25->R_C->VDD->M_B->PM35->M_D->VOUT1->C_C->C7->C_C->NET2->C_C->C1->C_C->NET1->R_C->R26->R_C->VIN1->R_C->R27->R_C->NET2->C_C->C13->C_C->IB1->M_S->NM14->M_B->VSS->M_B->NM20->M_D->VOUT2->R_C->R9->R_C->VDD->M_B->PM35->M_D->VOUT1->C_C->C5->C_C->NET1->M_G->NM14->M_B->VSS,,,,,,,,
5291ec2e7edc7816a0eec537c40fd6302884c2e9,CIRCUIT_Opamp->VSS->M_GS->NM35->M_D->VOUT1->R_C->R27->R_C->VDD->R_C->R26->R_C->VOUT1->M_D->NM35->M_B->VSS->M_B->NM9->M_D->VOUT2->C_C->C4->C_C->VSS->C_C->C3->C_C->VOUT2->M_D->NM9->M_S->IB1->M_S->NM9->M_G->VIN2->M_G->NM9->M_S->IB1->M_S->NM9->M_B->VSS,,,,,,,,
1f070342ea397ede2670737b682a9ac86276c21f,CIRCUIT_Opamp->VSS->M_DS->NM32->M_DS->VSS->M_B->NM5->M_S->IB1->M_S->NM16->M_G->VOUT1->M_D->NM5->M_G->VIN1->M_G->NM5->M_D->VOUT1->M_G->PM28->M_D->VOUT1->M_DG->PM23->M_BS->VDD->M_BS->PM28->M_D->VOUT1->M_D->NM5->M_B->VSS->M_B->NM16->M_D->VOUT2->M_DG->PM32->M_BS->VDD->M_BS->PM28->M_G->VOUT1->M_D->NM5->M_B->VSS->M_B->NM32->M_DG->VSS,,,,,,,,
bae955f176c822a7b7fb67975d463c015096cd9d,CIRCUIT_Opamp->VSS->M_BDG->NM29->M_G->VSS->M_BS->NM16->M_D->NET1->M_G->PM10->M_D->VOUT1->M_D->NM28->M_G->NET1->M_D->PM30->M_G->IB1->M_DG->PM24->M_BS->VDD->M_BS->PM10->M_G->NET1->M_D->NM16->M_BS->VSS->M_BS->NM28->M_G->NET1->M_D->PM30->M_G->IB1->M_G->PM2->M_D->VOUT1->M_D->NM28->M_BS->VSS->M_BS->NM16->M_G->VIN1->M_G->NM16->M_D->NET1->M_D->PM30->M_BS->VDD->M_BS->PM2->M_G->IB1->M_G->PM30->M_D->NET1->C_C->C1->C_C->VSS->M_BS->NM29->M_D->VSS,,,,,,,,
8ad3909ac31df89b4c1136ce8e76d39fddd4a471,CIRCUIT_Opamp->VSS->D_N->DIO7->D_P->NET5->M_DG->NM16->M_BS->VSS->C_C->C7->C_C->VOUT1->M_D->PM22->M_G->NET3->M_D->NM33->M_B->VSS->M_B->NM33->M_D->NET3->M_DG->PM7->M_BS->VDD->R_C->R26->R_C->NET5->R_C->R6->R_C->VIN1->R_C->R2->R_C->NET5->M_G->NM33->M_S->NET4->M_D->NM6->M_G->NET1->M_DG->NM22->M_BS->VSS->M_B->NM33->M_D->NET3->M_G->PM23->M_BS->VDD->M_BS->PM22->M_G->NET3->M_D->NM33->M_B->VSS->M_B->NM6->M_S->NET4->M_S->NM33->M_G->NET5->M_DG->NM16->M_BS->VSS->M_BS->NM1->M_G->NET2->M_DG->NM1->M_BS->VSS->M_BS->NM11->M_DG->NET2->M_D->PM23->M_D->NET2->M_G->NM1->M_BS->VSS,,,,,,,,
a46bcec9ce7063f471f4411d61dd77e7d70f1556,CIRCUIT_Opamp->VSS->C_C->C12->C_C->IB1->M_D->NM5->M_G->NET2->R_C->R2->R_C->VIN1->R_C->R21->R_C->NET2->M_G->NM5->M_BS->VSS->M_B->NM5->M_S->VSS->M_B->NM5->M_S->VSS->M_B->NM34->M_D->VOUT1->L_C->L16->L_C->VDD->R_C->R24->R_C->VOUT1->M_D->NM34->M_G->VB1->M_G->NM34->M_S->NET1->M_D->NM21->M_G->VB2->M_G->NM21->M_BS->VSS,,,,,,,,
768fffed4983cb725c2447e5ad1205e1e4766994,CIRCUIT_Opamp->VSS->M_S->NM3->M_D->NET1->M_G->PM31->M_D->NET2->M_S->PM23->M_B->VDD->M_B->PM32->M_D->VOUT1->M_D->NM35->M_S->NET2->M_S->NM35->M_G->VB1->M_G->NM3->M_B->VSS->M_B->NM35->M_D->VOUT1->M_D->PM23->M_G->NET1->M_D->NM3->M_B->VSS->M_B->NM35->M_D->VOUT1->M_D->PM32->M_G->NET1->M_D->NM3->M_B->VSS->M_B->NM35->M_D->VOUT1->M_D->PM32->M_BS->VDD->M_BS->PM31->M_G->NET1->M_DG->PM4->M_BS->VDD->M_B->PM23->M_D->VOUT1->M_D->NM35->M_B->VSS->M_BS->NM3->M_G->VB1->M_G->NM3->M_B->VSS->M_BS->NM21->M_DG->IB1->M_G->NM21->M_BS->VSS->R_C->R22->R_C->VIN1->R_C->R2->R_C->IB1->M_G->NM21->M_BS->VSS,,,,,,,,
13168cc1176c66ff0a418978139fbac92f92af83,CIRCUIT_Opamp->VSS->L_C->L5->L_C->NET3->R_C->R9->R_C->VIN1->R_C->R27->R_C->NET3->C_C->C1->C_C->NET1->M_S->NM35->M_G->IB1->M_G->NM35->M_S->NET1->L_C->L13->L_C->VSS->C_C->C3->C_C->NET1->M_S->NM35->M_B->VSS->C_C->C7->C_C->VOUT1->L_C->L24->L_C->VDD->L_C->L19->L_C->VOUT1->M_D->NM35->M_B->VSS,,,,,,,,
483922ca10ade93ca46ee60662dfd49a61f0c9a8,CIRCUIT_Opamp->VSS->M_BS->NM32->M_D->NET3->M_S->NM13->M_G->VB1->M_G->NM1->M_D->VOUT1->M_D->PM24->M_BS->NET1->M_D->PM34->M_G->VB3->M_G->PM24->M_D->VOUT1->C_C->C1->C_C->VSS->M_BS->NM32->M_G->VB4->M_G->NM32->M_BS->VSS->M_B->NM13->M_D->VOUT1->M_D->PM24->M_BS->NET1->M_D->PM34->M_D->NET1->M_BS->PM24->M_D->VOUT1->M_D->NM1->M_B->VSS->C_C->C2->C_C->VOUT1->C_C->C7->C_C->VSS->M_B->NM13->M_D->VOUT1->M_D->PM24->M_BS->NET1->M_D->PM34->M_BS->VDD->M_B->PM34->M_S->VDD->M_S->PM34->M_B->VDD->C_C->C3->C_C->VIN1->M_S->NM1->M_B->VSS,,,,,,,,
3c7bbfa71358797ea4d1de88035f6e24873194b0,CIRCUIT_Opamp->VSS->M_BS->PM24->M_G->VB1->M_G->PM12->M_BS->VDD->M_BS->PM1->M_D->VOUT1->C_C->C1->C_C->NET1->M_D->PM12->M_D->NET1->M_D->NM9->M_G->VIN1->M_G->NM9->M_S->NET5->M_D->NM22->M_G->NET3->M_D->PM24->M_D->NET3->M_G->NM22->M_BS->VSS->M_B->NM9->M_S->NET5->M_S->NM9->M_B->VSS->M_BS->NM22->M_D->NET5->M_S->NM9->M_B->VSS->M_B->NM22->M_G->NET3->R_C->R1->R_C->VDD->R_C->R24->R_C->NET4->M_DG->NM24->M_BS->VSS->M_BS->NM22->M_G->NET3->M_G->NM4->M_D->VOUT1->M_D->NM4->M_G->NET3->M_DG->NM25->M_BS->VSS->M_B->NM9->M_D->NET1->M_G->PM1->M_G->NET1->M_D->NM9->M_B->VSS->M_BS->NM4->M_G->NET3->M_G->NM22->M_BS->VSS,,,,,,,,
5e43e95d36fb4eb09c2d8a124c2606fd08ae76b4,CIRCUIT_Opamp->VSS->M_BS->NM9->M_D->NET5->M_G->PM24->M_D->VOUT1->M_D->NM35->M_S->NET4->M_D->NM14->M_G->NET1->M_DG->NM3->M_BS->VSS->M_B->NM35->M_G->VIN1->M_G->NM35->M_S->NET4->M_S->NM24->M_D->NET3->M_DG->PM32->M_BS->VDD->M_BS->PM24->M_D->VOUT1->M_D->NM35->M_S->NET4->M_S->NM24->M_D->NET3->M_G->PM3->M_BS->VDD->M_BS->PM24->M_BS->VDD->M_B->PM32->M_S->VDD->R_C->R26->R_C->NET2->M_DG->NM5->M_BS->VSS->M_BS->NM14->M_G->NET1->M_D->PM3->M_G->NET3->M_D->NM24->M_S->NET4->M_S->NM35->M_D->VOUT1->M_D->PM24->M_G->NET5->M_G->PM24->M_G->NET5->M_DG->PM9->M_DG->NET5->M_DG->PM9->M_BS->VDD->M_BS->PM3->M_D->NET1->M_G->NM14->M_BS->VSS->M_B->NM24->M_G->VIN2->M_G->NM24->M_B->VSS->M_BS->NM9->M_G->NET2->M_G->NM9->M_D->NET5->M_D->NM9,,,,,,,,
1f611733581660f120e38ee1e9c3c85ec90947a1,CIRCUIT_Opamp->VSS->M_DS->NM29->M_B->VSS->C_C->C3->C_C->IB1->M_DG->NM33->M_BS->VSS->M_BS->NM16->M_D->VOUT1->R_C->R27->R_C->VDD->R_C->R2->R_C->VOUT1->M_D->NM16->M_BS->VSS->C_C->C1->C_C->NET1->M_G->NM16->M_BS->VSS->C_C->C7->C_C->NET1->M_D->NM21->M_G->VIN1->M_G->NM21->M_S->VIN1->M_D->PM14->M_G->VB1->M_G->PM14->M_D->VIN1->M_G->NM29->M_D->VSS->M_BS->NM16->M_G->NET1->C_C->C13->C_C->VSS->M_BS->NM16->M_G->NET1->C_C->C9->C_C->VSS->M_BS->NM16->M_G->NET1->C_C->C16->C_C->VSS->M_BS->NM16->M_G->NET1->M_G->NM16->M_D->VOUT1->R_C->R13->R_C->VDD->M_BS->PM14->M_D->VIN1->M_S->NM21->M_B->VSS,,,,,,,,
9bb012863accf5e02b690340a3d8dd74c3895a94,CIRCUIT_Opamp->VSS->M_BDG->NM29->M_G->VSS->C_C->C13->C_C->NET1->R_C->R11->R_C->VOUT1->M_D->PM14->M_G->NET1->C_C->C9->C_C->VSS->M_BS->NM29->M_D->VSS->M_BS->NM14->M_DG->IB1->C_C->C11->C_C->VSS->M_BS->NM29->M_G->VSS->C_C->C7->C_C->NET2->R_C->R24->R_C->VIN1->R_C->R21->R_C->NET2->C_C->C1->C_C->VSS->M_BS->NM29->M_D->VSS->M_BS->NM29->M_D->VSS->C_C->C3->C_C->VOUT1->R_C->R25->R_C->VDD->R_C->R27->R_C->VOUT1->M_D->PM14->M_BS->VDD->M_BS->PM14->M_G->NET1->M_G->PM14->M_D->VOUT1->M_D->PM14->M_G->NET1->C_C->C4->C_C->VSS,,,,,,,,
343a3968384ed90eb49ee55c7ca3b0b660823a67,CIRCUIT_Opamp->VSS->D_N->DIO7->D_P->NET2->M_S->NM16->M_G->VIN1->M_G->NM16->M_B->VSS->M_B->NM16->M_D->VOUT1->M_DG->PM24->M_BS->VDD->M_BS->PM25->M_G->VOUT2->M_D->PM30->M_G->NET1->M_G->PM30->M_D->VOUT2->M_D->NM23->M_B->VSS->M_B->NM16->M_D->VOUT1->M_D->NM16->M_B->VSS->M_B->NM23->M_S->IB1->M_S->NM23->M_G->VIN2->M_G->NM23->M_D->VOUT2->M_D->NM23->M_B->VSS->M_B->NM16->M_S->NET2->M_S->NM16->M_D->VOUT1->M_D->PM25->M_D->VOUT1->M_D->NM16->M_B->VSS->M_B->NM23->M_D->VOUT2->M_D->NM23->M_B->VSS->M_B->NM16->M_D->VOUT1->M_D->NM16->M_B->VSS->R_C->R11->R_C->NET1->M_DG->PM20->M_BS->VDD->M_BS->PM30->M_D->VOUT2->M_D->NM23->M_B->VSS,,,,,,,,
068e3940254822216cd547f1d987534cf86c5396,CIRCUIT_Opamp->VSS->M_BS->NM9->M_G->NET4->M_DG->NM29->M_BS->VSS->M_BS->NM16->M_DG->VB1->M_G->NM22->M_D->NET1->M_DG->PM1->M_BS->VDD->M_BS->PM29->M_D->NET3->M_S->PM24->M_B->NET5->M_B->PM33->M_G->VIN1->M_G->PM33->M_S->NET3->M_S->PM33->M_D->NET4->M_G->NM9->M_BS->VSS->M_BS->NM22->M_D->NET1->M_G->PM29->M_D->NET3->M_D->PM29->M_G->NET1->M_D->NM22->M_BS->VSS->M_BS->NM9->M_D->VOUT1->M_D->NM9->M_D->VOUT1->M_D->PM24->M_G->VIN2->M_G->PM24->M_D->VOUT1->M_D->NM9->M_BS->VSS,,,,,,,,
8fa5ab75f2f2db994915f8b4eaf068cc61bce09c,CIRCUIT_Opamp->VSS->L_C->L8->L_C->NET1->M_S->NM6->M_D->VOUT1->M_D->PM24->M_G->VB1->M_G->PM24->M_BS->VDD->M_BS->PM24->M_D->VOUT1->M_D->NM6->M_B->VSS->R_C->R27->R_C->NET1->M_S->NM6->M_G->VIN1->M_G->NM6->M_B->VSS,,,,,,,,
732231b2e2000831f0d7ec85581a4b59988b4406,CIRCUIT_Opamp->VSS->M_DGS->NM28->M_G->VSS->M_B->NM3->M_G->NET1->M_D->PM23->M_B->VDD->M_BS->PM25->M_DG->NET2->M_G->PM23->M_S->IB1->M_S->PM10->M_G->VIN1->M_G->PM10->M_D->NET1->M_G->NM3->M_D->VOUT1->M_D->NM3->M_S->IB1->M_S->NM35->M_G->VIN2->M_G->NM35->M_B->VSS->M_B->NM35->M_D->NET2->M_G->PM23->M_S->IB1->M_S->PM23->M_G->NET2->M_DG->PM25->M_BS->VDD->M_B->PM10->M_D->NET1->M_G->NM3->M_B->VSS->M_BS->NM28->M_D->VSS,,,,,,,,
